                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.5049,                 0.8569,                 1.7181,                0.85947,                0.82205,                0.86991,                0.45098,                 1.5712,                0.81989,                 1.9195,               0.007525,               0.007525,               0.007525
                     52,                 1.5003,                 0.8579,                 1.7197,                0.83157,                0.86247,                0.89697,                0.46819,                 1.5532,                0.84694,                 1.9109,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.5051,                 0.8666,                  1.726,                0.85736,                0.84211,                0.90649,                0.45608,                  1.583,                0.82087,                 1.9117,               0.007426,               0.007426,               0.007426
                     54,                 1.4801,                0.84762,                 1.6802,                0.82849,                0.86656,                0.89159,                  0.465,                  1.567,                0.81222,                 1.9016,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.4932,                0.87265,                 1.7149,                0.79383,                 0.8688,                0.87426,                0.41729,                 1.6152,                0.83999,                 1.9624,               0.007327,               0.007327,               0.007327
                     56,                 1.4875,                 0.8462,                 1.7152,                0.86918,                0.84171,                0.87836,                 0.4424,                 1.5458,                 0.8373,                 1.8839,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.4682,                0.82692,                 1.6946,                0.80859,                0.83676,                0.86869,                0.43538,                 1.6157,                0.84211,                 1.9362,               0.007228,               0.007228,               0.007228
                     58,                 1.4988,                0.85124,                 1.7256,                0.86952,                0.83676,                0.90107,                0.44716,                 1.5836,                0.83067,                 1.9347,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.4784,                0.82714,                 1.6745,                0.83372,                0.90862,                0.91262,                0.46351,                 1.5736,                0.78615,                  1.931,               0.007129,               0.007129,               0.007129
                     60,                 1.4843,                0.83751,                 1.7002,                0.83835,                0.86524,                  0.912,                0.46419,                  1.561,                0.79502,                  1.901,              0.0070795,              0.0070795,              0.0070795
                     61,                  1.464,                0.83975,                 1.6764,                0.81039,                0.78428,                0.82959,                0.41934,                 1.6092,                0.88154,                 1.9539,                0.00703,                0.00703,                0.00703
                     62,                 1.4398,                0.81497,                 1.6577,                0.70141,                0.87172,                0.83054,                0.42708,                 1.5785,                0.85701,                 1.9382,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.4686,                0.83281,                 1.6879,                0.86416,                0.78823,                0.89142,                0.45257,                 1.5888,                0.82389,                 1.9222,               0.006931,               0.006931,               0.006931
                     64,                 1.4503,                0.82056,                 1.6955,                0.87197,                0.84928,                0.90883,                0.46309,                 1.6036,                0.78816,                 1.9331,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.4671,                0.84487,                 1.7044,                0.83258,                0.84963,                0.90427,                0.45807,                  1.594,                 0.8008,                 1.9345,               0.006832,               0.006832,               0.006832
                     66,                 1.4633,                0.81077,                 1.6569,                 0.8402,                0.87314,                0.90898,                0.46672,                 1.5551,                0.81014,                    1.9,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.4536,                0.82702,                  1.672,                0.91078,                0.79072,                0.90208,                 0.4715,                 1.5803,                0.79777,                 1.9186,               0.006733,               0.006733,               0.006733
                     68,                 1.4508,                0.82837,                 1.6728,                0.84078,                0.83558,                0.89426,                0.44925,                 1.6059,                0.83969,                 1.9531,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.4506,                0.83704,                 1.6725,                0.82388,                0.86549,                0.89984,                0.46423,                 1.5919,                0.78756,                 1.9234,               0.006634,               0.006634,               0.006634
                     70,                 1.4279,                0.81383,                 1.6527,                0.87071,                0.86672,                0.90393,                0.45483,                 1.6109,                0.77694,                 1.9328,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.4489,                 0.8094,                 1.6614,                0.85265,                0.85429,                0.89931,                0.46118,                 1.5527,                0.79869,                 1.8621,               0.006535,               0.006535,               0.006535
                     72,                 1.4627,                0.84215,                 1.6714,                0.78042,                0.83121,                0.87198,                0.45357,                 1.5616,                0.80407,                 1.8802,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.4298,                0.82324,                 1.6479,                0.85696,                0.81948,                0.88545,                0.45319,                 1.5585,                0.80992,                 1.9022,               0.006436,               0.006436,               0.006436
                     74,                 1.4405,                0.80718,                 1.6663,                0.76273,                0.73272,                0.79343,                0.40554,                 1.6178,                0.93396,                 1.9628,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4456,                0.82363,                 1.6711,                0.77625,                0.81276,                0.85003,                0.41837,                  1.586,                0.83927,                 1.9478,               0.006337,               0.006337,               0.006337
                     76,                 1.4305,                0.82219,                 1.6464,                0.86883,                0.88647,                0.92596,                0.46641,                 1.5471,                0.78986,                  1.898,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4234,                0.79802,                 1.6494,                0.86506,                 0.8266,                0.89717,                0.45527,                 1.5895,                0.79886,                 1.9422,               0.006238,               0.006238,               0.006238
                     78,                 1.4025,                0.78419,                 1.6366,                0.86103,                0.88784,                 0.9138,                0.44907,                 1.6149,                 0.7854,                 1.9648,              0.0061885,              0.0061885,              0.0061885
                     79,                  1.426,                0.81038,                 1.6508,                0.77876,                0.82805,                0.85782,                0.42022,                 1.6077,                0.81668,                 1.9552,               0.006139,               0.006139,               0.006139
                     80,                 1.4134,                0.79064,                 1.6241,                0.86582,                0.86972,                0.93008,                0.47299,                 1.5503,                0.77397,                 1.8824,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.4339,                0.80734,                 1.6451,                0.87566,                0.86563,                0.92343,                0.46488,                 1.5817,                0.75484,                 1.9268,                0.00604,                0.00604,                0.00604
                     82,                 1.4332,                0.80879,                 1.6672,                0.85844,                0.89038,                0.92533,                0.45959,                 1.5775,                0.79601,                 1.9194,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.3919,                0.79296,                 1.6439,                0.81274,                0.86787,                0.89834,                0.45771,                 1.5571,                0.79704,                 1.8928,               0.005941,               0.005941,               0.005941
                     84,                 1.4242,                0.79834,                 1.6517,                0.79139,                 0.8349,                0.82924,                0.41429,                 1.5954,                0.85271,                 1.9401,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.4064,                0.77449,                 1.6246,                0.85332,                0.87368,                0.90427,                0.45828,                 1.5787,                0.75686,                 1.9139,               0.005842,               0.005842,               0.005842
                     86,                  1.407,                0.81428,                 1.6358,                0.88331,                0.83052,                0.91421,                0.46329,                 1.5803,                0.76969,                 1.9416,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4111,                0.77847,                  1.645,                0.84682,                0.85653,                0.90806,                0.45426,                 1.5897,                0.77447,                 1.9439,               0.005743,               0.005743,               0.005743
                     88,                 1.4093,                0.79539,                 1.6398,                 0.9077,                0.78391,                0.90815,                0.46338,                 1.5652,                0.78266,                  1.913,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.4182,                0.79016,                 1.6392,                0.81562,                0.83758,                 0.8758,                0.44233,                 1.5762,                 0.7889,                 1.9294,               0.005644,               0.005644,               0.005644
                     90,                 1.3886,                0.79726,                 1.6247,                0.84023,                0.88759,                0.92033,                0.46559,                 1.5774,                0.75176,                 1.9172,              0.0055945,              0.0055945,              0.0055945
                     91,                  1.406,                0.79795,                 1.6329,                0.83023,                0.84469,                 0.8775,                0.43082,                  1.599,                0.79633,                 1.9468,               0.005545,               0.005545,               0.005545
                     92,                 1.3902,                0.80028,                 1.6425,                0.84027,                0.80721,                 0.8715,                0.43795,                 1.6038,                0.81227,                 1.9384,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.4164,                0.80707,                 1.6273,                0.91137,                0.87235,                0.92385,                0.46901,                 1.5743,                0.76402,                 1.8957,               0.005446,               0.005446,               0.005446
                     94,                 1.4065,                0.77579,                 1.6278,                0.62652,                0.61184,                0.64395,                0.31306,                 1.7646,                 1.0761,                 2.1082,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.3882,                0.77581,                 1.6175,                0.84678,                0.87717,                0.90294,                0.45989,                 1.5671,                0.76447,                 1.9077,               0.005347,               0.005347,               0.005347
                     96,                 1.4189,                0.80823,                 1.6485,                0.86168,                0.87473,                0.89776,                 0.4489,                 1.5943,                0.79617,                  1.927,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.3887,                0.77159,                 1.6205,                0.87239,                0.89988,                0.92809,                0.46794,                 1.5675,                0.76023,                 1.9093,               0.005248,               0.005248,               0.005248
                     98,                 1.3704,                 0.7688,                   1.61,                0.86447,                0.86521,                0.91918,                0.46783,                  1.552,                0.75331,                 1.8905,              0.0051985,              0.0051985,              0.0051985
                     99,                  1.396,                0.78508,                 1.6218,                0.85067,                0.91442,                0.93087,                0.47696,                  1.566,                 0.7402,                 1.9031,               0.005149,               0.005149,               0.005149
                    100,                 1.3874,                0.78977,                 1.6134,                0.86788,                 0.8502,                0.91705,                 0.4517,                  1.605,                0.77087,                 1.9318,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.3808,                0.77625,                 1.6103,                0.83966,                0.89134,                0.91044,                0.45415,                 1.5907,                0.75577,                  1.917,                0.00505,                0.00505,                0.00505
                    102,                 1.3977,                0.80125,                 1.6323,                0.82543,                0.89504,                0.89917,                 0.4447,                 1.6058,                0.77333,                 1.9528,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.3805,                0.77466,                 1.6125,                0.83836,                0.91088,                0.92788,                  0.474,                 1.5796,                0.74606,                 1.9184,               0.004951,               0.004951,               0.004951
                    104,                 1.3802,                0.76803,                 1.6021,                 0.8396,                0.88026,                0.91269,                 0.4699,                 1.5756,                0.74721,                 1.9043,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3878,                0.79786,                 1.6233,                0.90076,                0.84928,                0.91891,                0.47496,                 1.5733,                0.74483,                 1.8985,               0.004852,               0.004852,               0.004852
                    106,                 1.3666,                 0.7818,                 1.6152,                0.90104,                0.80629,                0.90112,                 0.4619,                 1.5559,                0.75964,                   1.91,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3737,                0.78376,                 1.6108,                0.86266,                0.86154,                0.92405,                0.45446,                 1.5975,                0.76723,                 1.9709,               0.004753,               0.004753,               0.004753
                    108,                 1.3841,                0.78178,                 1.5955,                0.85315,                 0.8744,                0.91227,                0.45659,                  1.575,                0.76642,                 1.9353,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3746,                0.77305,                 1.6091,                0.84167,                0.83569,                0.89101,                0.45418,                 1.5655,                0.75765,                 1.9124,               0.004654,               0.004654,               0.004654
                    110,                  1.388,                0.78933,                 1.6064,                0.89645,                0.83237,                0.91397,                0.46963,                 1.5815,                0.75324,                 1.9182,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.3884,                 0.7875,                 1.6332,                0.91885,                0.77055,                0.89131,                0.45057,                  1.576,                0.77961,                 1.9249,               0.004555,               0.004555,               0.004555
                    112,                 1.3704,                0.76797,                 1.6049,                0.89242,                0.82798,                0.90451,                0.45984,                 1.5693,                0.74383,                 1.9106,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3616,                0.78086,                 1.5742,                0.88407,                0.86685,                0.91542,                0.45794,                 1.5737,                0.74733,                 1.9235,               0.004456,               0.004456,               0.004456
                    114,                 1.3596,                0.77828,                 1.6075,                0.86766,                0.86233,                0.92215,                0.47318,                 1.5763,                0.74026,                 1.9301,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.3537,                0.76548,                  1.585,                0.86212,                0.86217,                0.90271,                0.44509,                 1.6097,                 0.7783,                 1.9643,               0.004357,               0.004357,               0.004357
                    116,                 1.3678,                0.77944,                 1.5927,                0.86468,                0.85066,                0.91718,                0.46516,                 1.5814,                 0.7305,                  1.934,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3561,                0.76275,                 1.5907,                0.84813,                0.83068,                0.90006,                0.45518,                 1.5895,                0.77203,                 1.9331,               0.004258,               0.004258,               0.004258
