                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 1.4085,                0.77813,                 1.5226,                0.84628,                   0.88,                0.91589,                0.44219,                 1.6132,                0.77098,                 1.7326,               0.005842,               0.005842,               0.005842
                     86,                 1.4181,                0.80185,                 1.5319,                0.87058,                0.87555,                0.90648,                0.44474,                 1.5755,                0.77433,                  1.718,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4189,                0.77001,                 1.5357,                0.87082,                  0.887,                 0.9218,                0.45725,                 1.5943,                0.73455,                 1.7354,               0.005743,               0.005743,               0.005743
                     88,                 1.4106,                0.79486,                 1.5232,                0.89006,                0.85799,                0.93397,                 0.4524,                 1.5967,                0.76716,                 1.7293,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.4323,                0.79221,                 1.5367,                0.86302,                0.87235,                 0.9217,                0.44351,                 1.6184,                  0.767,                 1.7541,               0.005644,               0.005644,               0.005644
                     90,                 1.3978,                0.79815,                 1.5202,                0.89723,                0.90076,                0.92272,                0.45738,                 1.5704,                0.74121,                  1.701,              0.0055945,              0.0055945,              0.0055945
                     91,                  1.415,                0.79175,                 1.5366,                0.86936,                0.87591,                 0.9065,                0.43797,                 1.5927,                0.77866,                 1.7149,               0.005545,               0.005545,               0.005545
                     92,                 1.3976,                0.80323,                 1.5369,                0.87967,                0.90278,                0.93729,                0.47331,                  1.565,                0.72957,                 1.6921,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.4348,                0.79066,                 1.5294,                0.87055,                0.87522,                0.92183,                0.46654,                 1.5684,                0.73764,                 1.6908,               0.005446,               0.005446,               0.005446
                     94,                 1.4125,                0.78157,                 1.5253,                0.77688,                0.83175,                0.82793,                0.40918,                 1.6311,                0.80652,                 1.7511,              0.0053965,              0.0053965,              0.0053965
                     95,                  1.395,                 0.7759,                 1.5084,                0.89883,                0.88753,                 0.9102,                0.44378,                 1.6004,                0.74484,                 1.7268,               0.005347,               0.005347,               0.005347
                     96,                 1.4252,                0.80345,                 1.5414,                0.87127,                0.88857,                0.91587,                0.43991,                 1.6265,                0.77566,                 1.7431,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.4025,                 0.7691,                  1.518,                0.72757,                0.82304,                0.75854,                0.39414,                 1.5812,                0.82278,                 1.6936,               0.005248,               0.005248,               0.005248
