                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.3294,                0.76407,                 1.6014,                0.88254,                0.82396,                0.89042,                0.43805,                 1.6246,                0.75964,                 2.0146,               0.002971,               0.002971,               0.002971
                    144,                 1.3302,                0.75894,                 1.5773,                0.86455,                0.86826,                0.91082,                0.45453,                 1.6206,                0.72742,                 2.0185,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2962,                0.74719,                 1.5733,                  0.874,                0.82564,                0.90282,                0.44921,                 1.6154,                 0.7478,                  2.026,               0.002872,               0.002872,               0.002872
                    146,                 1.3075,                0.75599,                 1.5695,                0.86252,                0.82713,                0.89386,                0.45351,                  1.601,                0.73724,                 1.9852,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3155,                0.74067,                 1.5744,                0.86284,                0.80892,                0.88173,                0.42095,                 1.6418,                0.75933,                 2.0446,               0.002773,               0.002773,               0.002773
                    148,                 1.3043,                0.77046,                  1.586,                0.84272,                0.85113,                0.90125,                0.45184,                 1.5943,                0.74012,                 2.0098,              0.0027235,              0.0027235,              0.0027235
                    149,                  1.305,                0.73553,                 1.5778,                0.91447,                0.77226,                 0.8876,                0.44822,                 1.5991,                0.74578,                 2.0118,               0.002674,               0.002674,               0.002674
                    150,                 1.3139,                 0.7403,                 1.5858,                0.83914,                0.79165,                0.86517,                 0.4364,                 1.6137,                0.78017,                  2.025,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.3062,                0.73278,                 1.5546,                0.85875,                0.87644,                0.92681,                0.45827,                 1.6079,                0.73398,                  2.013,               0.002575,               0.002575,               0.002575
                    152,                 1.3073,                0.76123,                 1.5742,                  0.905,                0.81223,                0.90637,                0.44128,                  1.622,                 0.7449,                 2.0483,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.3134,                0.73943,                 1.5712,                0.88799,                0.83001,                0.90458,                0.45254,                 1.6189,                0.72632,                  2.025,               0.002476,               0.002476,               0.002476
                    154,                 1.3088,                0.75631,                 1.5754,                0.87933,                0.86407,                0.90437,                0.44531,                 1.6024,                  0.751,                  2.009,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.2953,                0.74619,                 1.5752,                0.90181,                0.83569,                0.91514,                0.46494,                 1.5963,                0.72545,                 2.0021,               0.002377,               0.002377,               0.002377
                    156,                 1.3098,                0.75722,                 1.5931,                0.92757,                0.82173,                 0.9096,                0.44905,                 1.6146,                0.73981,                 2.0327,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.3011,                0.73611,                 1.5668,                 0.8943,                0.82461,                0.89772,                0.45388,                 1.6041,                0.72796,                  2.008,               0.002278,               0.002278,               0.002278
                    158,                  1.294,                0.73607,                 1.5662,                0.84662,                0.83438,                0.88803,                0.43604,                  1.619,                0.76776,                 2.0318,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.3082,                0.74301,                 1.5816,                0.89389,                0.82611,                0.90658,                0.45992,                 1.5833,                0.72476,                 1.9894,               0.002179,               0.002179,               0.002179
                    160,                  1.302,                0.75606,                 1.5781,                0.88616,                0.84154,                0.90606,                 0.4544,                 1.5956,                0.73328,                 1.9853,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.3048,                0.72967,                 1.5548,                0.92012,                0.81671,                0.91048,                0.44881,                 1.6145,                0.74845,                 2.0192,                0.00208,                0.00208,                0.00208
                    162,                 1.2947,                0.73237,                 1.5508,                0.88715,                0.83121,                0.90913,                0.44813,                 1.6014,                0.74691,                 1.9966,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.2939,                0.72337,                 1.5404,                0.91248,                0.81566,                0.90403,                0.45222,                 1.5968,                0.74332,                 2.0005,               0.001981,               0.001981,               0.001981
                    164,                 1.2857,                0.73832,                 1.5544,                 0.9213,                0.79406,                0.88629,                0.44795,                 1.5951,                0.75361,                   1.99,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.2812,                0.73522,                 1.5599,                0.83663,                0.82357,                0.88934,                0.43726,                 1.6007,                0.76937,                 2.0073,               0.001882,               0.001882,               0.001882
                    166,                 1.2898,                0.72711,                 1.5619,                0.90693,                0.80586,                0.89775,                0.44894,                 1.6064,                0.72988,                 2.0112,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.2997,                0.73864,                 1.5662,                 0.9016,                0.79663,                0.89068,                0.43812,                 1.6277,                0.75037,                 2.0332,               0.001783,               0.001783,               0.001783
                    168,                 1.2873,                0.73431,                 1.5628,                0.90116,                0.82937,                0.90744,                 0.4447,                 1.6207,                0.74603,                 2.0378,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.2481,                0.71293,                 1.5237,                0.91001,                0.81758,                0.89947,                0.45387,                 1.6191,                0.72789,                 2.0513,               0.001684,               0.001684,               0.001684
                    170,                 1.2642,                0.70162,                 1.5388,                0.91944,                0.80721,                0.91524,                0.45604,                 1.6035,                0.71238,                 2.0149,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.2746,                0.73915,                 1.5438,                0.88729,                0.84407,                  0.923,                0.45475,                 1.6124,                0.72653,                 2.0183,               0.001585,               0.001585,               0.001585
                    172,                 1.2746,                0.73139,                 1.5464,                0.89185,                0.82843,                 0.9122,                0.45505,                 1.6126,                0.72883,                 2.0276,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.2452,                0.71564,                  1.518,                0.89328,                0.81262,                 0.9064,                0.45408,                 1.6163,                0.71611,                 2.0204,               0.001486,               0.001486,               0.001486
                    174,                  1.274,                0.73129,                 1.5489,                0.87976,                0.84095,                0.90887,                0.44828,                 1.6078,                0.72192,                 2.0312,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.2366,                0.70637,                 1.5233,                0.89771,                 0.8499,                0.90482,                 0.4571,                   1.61,                0.71116,                 2.0205,               0.001387,               0.001387,               0.001387
                    176,                 1.2817,                0.73553,                 1.5624,                0.88252,                0.83068,                0.91104,                0.45669,                 1.6241,                0.71927,                 2.0311,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.2674,                 0.7199,                 1.5219,                0.89167,                0.82285,                0.90879,                0.44948,                 1.6119,                0.73767,                 2.0267,               0.001288,               0.001288,               0.001288
                    178,                  1.261,                0.71864,                 1.5308,                0.92814,                0.79759,                0.90704,                 0.4533,                 1.6007,                0.72868,                 2.0188,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.2521,                 0.7067,                 1.5235,                 0.8673,                0.82211,                0.90539,                0.45195,                 1.6221,                0.73212,                 2.0409,               0.001189,               0.001189,               0.001189
                    180,                 1.2761,                0.73876,                 1.5507,                 0.8797,                0.82753,                0.90365,                0.44577,                 1.6341,                0.75037,                  2.051,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.2706,                0.72449,                 1.5505,                0.88775,                0.81007,                 0.8934,                0.44288,                 1.6035,                0.73536,                 2.0134,                0.00109,                0.00109,                0.00109
                    182,                 1.2571,                 0.7134,                 1.5365,                0.89733,                0.82883,                0.90166,                0.44399,                 1.6197,                0.73143,                 2.0362,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.2438,                0.71173,                 1.5268,                0.88511,                0.85062,                0.91005,                 0.4463,                 1.6192,                0.72324,                 2.0338,               0.000991,               0.000991,               0.000991
                    184,                 1.2686,                 0.7212,                 1.5414,                0.90445,                0.82945,                0.91208,                0.44893,                  1.618,                0.72523,                 2.0214,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.2386,                0.69951,                 1.5275,                0.87682,                0.83833,                0.90419,                0.45509,                 1.6181,                0.73475,                 2.0234,               0.000892,               0.000892,               0.000892
                    186,                 1.2661,                0.71968,                 1.5382,                0.91007,                 0.8236,                0.90918,                0.44815,                 1.6257,                0.73844,                 2.0275,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2586,                0.71269,                 1.5348,                 0.8979,                0.82752,                0.90449,                0.44828,                 1.6217,                0.73816,                 2.0365,               0.000793,               0.000793,               0.000793
                    188,                 1.2694,                  0.721,                 1.5395,                0.89334,                  0.829,                0.91354,                0.44985,                 1.6187,                0.72843,                 2.0306,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.2603,                0.71459,                 1.5277,                0.90216,                 0.8262,                0.91192,                0.45445,                 1.6166,                0.72628,                 2.0412,               0.000694,               0.000694,               0.000694
                    190,                 1.2192,                 0.6882,                 1.4946,                0.90913,                0.82119,                0.91079,                0.45151,                 1.6058,                0.71976,                 2.0232,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.2717,                0.71858,                 1.5425,                0.90195,                0.83107,                0.91134,                0.44739,                 1.6264,                0.71864,                 2.0545,               0.000595,               0.000595,               0.000595
                    192,                 1.2188,                0.71438,                 1.5088,                0.89839,                0.83212,                0.91485,                0.45104,                 1.6208,                 0.7157,                  2.047,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.2245,                 0.7136,                 1.5076,                0.89992,                0.83569,                0.90442,                 0.4425,                 1.6231,                0.71716,                 2.0535,               0.000496,               0.000496,               0.000496
                    194,                 1.2423,                 0.7132,                 1.5106,                0.90583,                0.83569,                0.91308,                0.44944,                 1.6193,                0.71391,                 2.0364,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.2373,                0.71407,                 1.5113,                0.90528,                0.83793,                0.91325,                0.45771,                 1.6198,                0.71176,                 2.0339,               0.000397,               0.000397,               0.000397
                    196,                 1.2556,                0.71472,                 1.5384,                0.89736,                0.83383,                0.90862,                0.45612,                 1.6079,                0.71341,                 2.0196,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.2552,                0.71202,                 1.5364,                0.89947,                0.83253,                0.90746,                 0.4503,                 1.6245,                0.71634,                 2.0406,               0.000298,               0.000298,               0.000298
                    198,                 1.2541,                0.71718,                 1.5366,                0.88452,                0.83018,                 0.9062,                0.44811,                 1.6213,                0.72263,                 2.0343,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.2419,                0.69446,                 1.5012,                0.89617,                0.83685,                0.91228,                 0.4501,                 1.6091,                0.71631,                 2.0185,               0.000199,               0.000199,               0.000199
